1	Donald Trump	Wow.
2	Donald Trump	Oh, hello, Fargo.
3	Donald Trump	Hi, Fargo.
4	Donald Trump	We love you, Fargo.
5	Donald Trump	What a place.
6	Donald Trump	What a place.
7	Donald Trump	Thank you very much.
8	Donald Trump	This is an honor.
9	Donald Trump	You know, I wish we could have had this stage back about 100 yards.
10	Donald Trump	You'd see how many people.
11	Donald Trump	This place is packed.
12	Donald Trump	This place is packed.
13	Donald Trump	The only thing more packed is outside, trying to get in.
14	Donald Trump	They're having a hard time.
15	Donald Trump	They can't get in.
16	Donald Trump	It's full.
17	Donald Trump	You know, we had the chance for a 24,000-seat arena.
18	Donald Trump	And we should have taken it.
19	Donald Trump	The problem is, if we had two empty seats, we didn't quite get there, which will always happen, they will say, "He didn't fill up the arena.
20	Donald Trump	He didn't fill it up."
21	Donald Trump	Right.
22	Donald Trump	That's what they'll say.
23	Donald Trump	He didn't fill that arena up.
24	Donald Trump	Twenty-four thousand seats.
25	Donald Trump	No, we would have filled it up very easily, in retrospect, but that's OK.
26	Donald Trump	Thank you very much.
27	Donald Trump	I am thrilled to be here in the great state of North Dakota with so many hard-working American patriots.
28	Donald Trump	Right?
29	Donald Trump	And I want to congratulate -- right?
30	Donald Trump	We want to do this.
31	Donald Trump	You know what I'm going to say.
32	Donald Trump	I want to congratulate the North Dakota State Bison.
33	Donald Trump	I shouldn't tell you this.
34	Donald Trump	I shouldn't tell you this, but when I was coming out, they were talking about Bison.
35	Donald Trump	I said, "I thought there was an s." They said, "It is.
36	Donald Trump	But it's pronounced Bizon."
37	Donald Trump	So, we didn't want to get that wrong, right?
38	Donald Trump	But that is some -- that is some great national championship team.
39	Donald Trump	That's a great group of winners.
40	Donald Trump	Winners.
41	Donald Trump	We're honored to be joined by many of your wonderful North Dakota leaders.
42	Donald Trump	Your governor, and a great guy, Doug Burgum, and his wife, First Lady of North Dakota, Kathryn Burgum.
43	Donald Trump	Where are you, Governor?
44	Donald Trump	Where are you?
45	Donald Trump	Thank you, Governor.
46	Donald Trump	Your former governor, Ed Schafer.
47	Donald Trump	Ed.
48	Donald Trump	Nice guy.
49	Donald Trump	A friend of mine, who employs a lot of people, a very successful guy.
50	Donald Trump	He puts a straw in the ground and oil comes out.
51	Donald Trump	These big companies, they go out, they spend billions looking for oil.
52	Donald Trump	They don't find anything.
53	Donald Trump	Harold Hamm.
54	Donald Trump	Where's Harold?
55	Donald Trump	Where is Harold?
56	Donald Trump	If I ever want to find oil, I'm going to call Harold.
57	Donald Trump	Here's a straw, Harold.
58	Donald Trump	North Dakota Republican Party Chairman, great guy, really helpful, Rick Berg.
59	Donald Trump	Thank you, Rick.
60	Donald Trump	A man who is so incredibly helpful, to me and to you, and to everybody.
61	Donald Trump	A special person who works so hard.
62	Donald Trump	I call him all-action, no-talk, that's -- don't we like that?
63	Donald Trump	All-action...
64	Donald Trump	Senator John Hoeven.
65	Donald Trump	He is fantastic.
66	Donald Trump	And I also want to thank Kelly Armstrong, who's running for Congress.
67	Donald Trump	He's going to win.
68	Donald Trump	And Kelly, thank you very much.
69	Donald Trump	Thank you.
70	Donald Trump	Good guy.
71	Donald Trump	We also have a couple of big supporters.
72	Donald Trump	Do you ever see this guy with the pillows on Fox?
73	Donald Trump	John?
74	Donald Trump	MyPillow guy.
75	Donald Trump	Mike Liddell.
76	Donald Trump	Where is Mike?
77	Donald Trump	He is the greatest.
78	Donald Trump	I have never seen so many ads for so long.
79	Donald Trump	And you know what?
80	Donald Trump	I think he gets them for, like, peanuts.
81	Donald Trump	First of all, he does make a great product.
82	Donald Trump	Great pillows.
83	Donald Trump	I actually use them, believe it or not.
84	Donald Trump	But he's been -- he's been a supporter from day one.
85	Donald Trump	And I said, "You know, I want you to be my ad buyer."
86	Donald Trump	Because I guarantee you, he makes great deals.
87	Donald Trump	So, I haven't asked him yet.
88	Donald Trump	Will you be my ad buyer, please, Mike?
89	Donald Trump	The MyPillow guy.
90	Donald Trump	Thank you.
91	Donald Trump	And he's been with us right from the beginning.
92	Donald Trump	Along with a lot of other folks, actually.
93	Donald Trump	We've had a great journey together, and we are making progress like nobody thought possible.
94	Donald Trump	Finally, the person we are all here tonight to support, a special person, an incredible person, the next United States Senator from the great state of North Dakota, Kevin Cramer.
95	Donald Trump	Kevin, come out.
96	Donald Trump	Good guy.
97	Kevin Cramer	Thank you.
98	Kevin Cramer	Thank you.
99	Kevin Cramer	Thank you, Mr. President.
100	Kevin Cramer	All I can say is, Mr. President, on behalf of all of the thousands of people in this arena, and the tens of thousands outside of this arena, who live in flyover country, thank you for not forgetting us.
101	Kevin Cramer	And for all the farmers, and the manufacturers, and the families, and the energy workers, thank you for rolling back all of those regulations so they can not only keep their jobs but create more jobs.
102	Kevin Cramer	And, Mr. President, on behalf of the middle-class working families represented in this room and throughout the heartland, thank you for cutting their taxes, so they can keep more of their hard-earned money right here.
103	Kevin Cramer	And, Mr. President, on behalf of the most vulnerable forgotten people, the unborn babies, thank you for standing for life.
104	Kevin Cramer	Thank you.
105	Kevin Cramer	And on these very important North Dakota values, you'll never have to wonder where I'll be, because I'll always be with them and with you, 100 percent of the time.
106	Kevin Cramer	Thank you.
107	Kevin Cramer	God bless you.
108	Kevin Cramer	Welcome to North Dakota.
109	Audience	USA!
110	Audience	USA!
111	Audience	USA!
112	Donald Trump	I have got to tell you, that's pretty good.
113	Donald Trump	That's pretty good.
114	Donald Trump	He did good.
115	Donald Trump	He loves you.
116	Donald Trump	I will tell you that.
117	Donald Trump	He loves this state, loves the people.
118	Donald Trump	And we need Kevin Cramer to replace liberal Democrat Heidi Heitkamp in the Senate.
119	Donald Trump	Going to happen.
120	Donald Trump	It's going to happen.
121	Donald Trump	When Heidi ran for office, she promised to be an independent vote for the people of North Dakota.
122	Donald Trump	Instead, she went to Washington and immediately joined Chuck.
123	Donald Trump	You know who Chuck is.
124	Donald Trump	And Nancy.
125	Donald Trump	And now they have a new leader.
126	Donald Trump	Who's the new leader?
127	SYSTEM	[Inaudible]
128	Donald Trump	Maxine Waters is their new leader.
129	SYSTEM	[Booing]
130	Donald Trump	Maxine Waters.
131	Donald Trump	I think she's taking over.
132	Donald Trump	You know, they say, took.
133	Donald Trump	I never believed I was taking over the Republican Party.
134	Donald Trump	They say that to cause problems.
135	Donald Trump	But Maxine Waters is taking over the Democrat Party, so.
136	Donald Trump	Heidi voted no on the Obamacare repeal.
137	Donald Trump	And, by the way, it was done.
138	Donald Trump	It was done.
139	Donald Trump	Unfortunately, she wouldn't vote.
140	Donald Trump	And another person didn't vote.
141	Donald Trump	We had it done.
142	Donald Trump	Another person campaigned for eight years.
143	Donald Trump	Repeal and replace.
144	Donald Trump	And we were a little surprised when the thumb went down.
145	Donald Trump	But we're doing very well.
146	Donald Trump	You see what's happening.
147	Donald Trump	We're coming up with incredible plans.
148	Donald Trump	We've gotten rid of the individual mandate, which is terrible.
149	Donald Trump	It's been gutted.
150	Donald Trump	But remember this.
151	Donald Trump	Individual mandate, where you have the privilege of paying a lot of money for the second privilege of not having to pay for not getting health care.
152	Donald Trump	What kind of a deal is that?
153	Donald Trump	So, you pay in order to not to have to pay, because you don't want the health care because it was no good anyway.
154	Donald Trump	So, we have, though our Secretary of Labor, Alex Acosta, we just came out with the association plan, which is phenomenal.
155	Donald Trump	Millions and millions of people are signing up.
156	Donald Trump	And we're coming out with another plan with Alex Azar.
157	Donald Trump	We are coming out with that plan in two weeks.
158	Donald Trump	We are coming out with so many health care plans.
159	Donald Trump	It is so much better than anything you've ever seen before.
160	Donald Trump	Competitive.
161	Donald Trump	And Obamacare is essentially dead.
162	Donald Trump	I would have been happier with a nice yes vote instead of a no vote, but that's OK. We're doing great.
163	Donald Trump	And probably we wouldn't have come up with these two other plans.
164	Donald Trump	And it's actually three, now, other plans if we didn't.
165	Donald Trump	You know, sometimes you work under pressure, and you do better, right?
166	Donald Trump	I think most of the people in this room, under pressure, you end up doing better.
167	Donald Trump	There are those people.
168	Donald Trump	We want to know those people.
169	Donald Trump	Heidi voted no on our massive tax cuts for North Dakota families.
170	Donald Trump	She voted "no."
171	SYSTEM	[Booing]
172	Donald Trump	Not one Democrat voted to cut your taxes.
173	Donald Trump	And the other day Nancy Pelosi said we have to raise your taxes.
174	Donald Trump	What's that all about?
175	Donald Trump	She wants to raise your taxes.
176	Donald Trump	Heidi voted no on legislation to stop late term abortions.
177	SYSTEM	[Booing]
178	Donald Trump	Heidi voted in favor of the deadly, very, very dangerous, horrible sanctuary cities.
179	SYSTEM	[Booing]
180	Donald Trump	You need a senator who doesn't just talk like they're from North Dakota but votes like they're from North Dakota.
181	Donald Trump	That's what you need.
182	Donald Trump	And that is Kevin Cramer.
183	Donald Trump	So, a vote for any Democrat is November is a vote for Schumer, Pelosi, and Maxine.
184	SYSTEM	[Booing]
185	Donald Trump	Maxine.
186	Donald Trump	She's a beauty.
187	SYSTEM	[Laughter]
188	Donald Trump	I mean, she practically was telling people the other day to assault.
189	Donald Trump	Can you imagine if I said the things she said?
190	Donald Trump	We demand that he immediately drop out of the race.
191	Donald Trump	Can you imagine, seriously, if I said that, or somebody else said that?
192	Donald Trump	Horrible, what she said.
193	Donald Trump	Now they want to censure her.
194	Donald Trump	Let's see where that goes, folks.
195	SYSTEM	[Laughter]
196	Donald Trump	Her own party was talking about censure.
197	Donald Trump	Let's see where that goes.
198	Donald Trump	Heidi was also against us from the very beginning of the travel ban, a common-sense policy to improve our vetting and our national security.
199	Donald Trump	And I'm proud to report that, just yesterday, the Supreme Court upheld the travel ban...... and our authority to keep America safe.
200	Audience	USA!
201	Audience	USA!
202	Audience	USA!
203	Donald Trump	And, by the way -- by the way, a lot of media back here.
204	SYSTEM	[Booing]
205	Donald Trump	If crooked Hillary would have won this election, and if she came here, which is about a zero percent change, after the election,... she'd have 200 people in a conference room in a small hotel.
206	SYSTEM	[Laughter]
207	Donald Trump	You know, the saddest thing, we, I, we're making them rich.
208	Donald Trump	They never had ratings like this.
209	Donald Trump	You know, when the NFL is down 20 percent, it's the flag.
210	Donald Trump	But it's also the fact that everybody is watching us on the different cable networks.
211	Donald Trump	Because, frankly, they find this more exciting than the NFL, and a hell of a lot more dangerous, right?
212	Donald Trump	And is there any better place to be on a nice, beautiful evening in North Dakota than at a Trump rally, right?
213	Donald Trump	We're having a good time.
